,description,title
123,"The blend is roughly two-thirds Shiraz and one-third Cabernet, and the result combines berries with cassis and generosity with structure, all framed by toasty oak. Savory in character, long and dusty on the finish. Drink now-2018.",Henry's Drive Vignerons 2006 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway)
124,"This sophisticated wine is mostly Cabernet Sauvignon, which accounts for the firm tannins and dense structure as well as most of the blackberries and blackcurrants. Smaller amounts of Merlot and Cabernet Franc add cherries and violets, while oak contributes smoky complexities. Rich and elegant, the wine provides lovely drinking now.",Silverado 2006 Cabernet Sauvignon (Napa Valley)
125,"Etienne Le Riche is a total Cabernet specialist. With a tiny production of 5,000 cases across all his wines, this is boutique in the best sense. The Reserve Cabernets are, of course, the stars. This 2003 is fruit and wood driven, a powerful but still elegant wine, with black plums, tannins and super-ripe fruits.",Le Riche 2003 Cabernet Sauvignon Reserve Cabernet Sauvignon (Stellenbosch)
126,"Mid-gold color. Pronounced and enticing aromas of ripe citrus and stone fruit, layered with honey and floral notes with a touch of sweet spice. Rich and creamy texture packed with sweet ripe juicy fruit, honey, spice and a twist of sage. Off-dry, deliciously smooth with fresh acidity and medium-body. An elegant wine with a long, creamy, spicy finish.",Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace)
127,"Attractive mid-gold color with intense aromas of ripe citrus and stone fruit, strong minerality and hints of spice. Racy with crisp acidity, juicy, rich and smooth texture with lots of concentrated, bright flavors of blood orange, peach, apricot, mango and spice. Strong minerality follows through to a long, precise, juicy finish.",Pierre Sparr 2008 Alsace One White (Alsace)
128,"Compelling minerality on the nose, Refined and focused floral aromas with ample ripe stone fruit and a hint of petrol. Racy acidity and lovely taut palate with generous layers of juicy ripe peach, apricot and nectarine.  Strong minerality prevails across the palate leading to a lingering finish. Very balanced.",Kuentz-Bas 2008 Pinot Blanc (Alsace)
129,"A big, black bruiser of a wine that has black olive flavors and aromas and plenty beyond. Raspberry, mulberry, vanilla and spice all vie on the nose, while the palate is so dark it´s tough to discern the plum and leather flavors. Give it three years and reap the benefits.",Camberley 2004 Philosophers' Stone Red (Stellenbosch)
130,"At the first it was quite muted and subdued, but over a ten minute period it developed beautifully in the glass. The dark fruit is still dominant, but it is beginning to show some interesting tertiary aromas of earth, mushrooms and leather. Well balanced with a medium finish. Needs a few more years, but can be enjoyed now with a good deal of pleasure.",Ceretto 2003 Bricco Rocche Brunate  (Barolo)
131,"Attractive mid-gold color. Compelling layers of tangy citrus and stone fruit aromas with notes of honey and earthy minerality. Intense flavors of honey, tangy orange citrus, sweet peach and apricot that are both rich and juicy.  Crisp acidity provides a perfect balance for the slight sweetness on the finish. Taut and focused.",Dopff & Irion 2008 Gentil White (Alsace)
132,"A Cabernet-dominated (98%) wine, which boasts a dense, concentrated tannic structure. Flavors of cassis underly this, while the wood spices contribute their ribbon of flavor. This is an impressive wine, the flagship red from this estate founded by Spatz Sperling over 30 years ago.",Delheim 2001 Grand Reserve Cabernet Sauvignon (Simonsberg-Stellenbosch)
133,"Einaudi's wines have been improving lately, and this Barolo was very impressive, given the trying conditions of the vintage. Big rich, fat with smoked meat and a good dose of oak, the wine was one of the few that didn't peter out early but stayed on the palate to the end, culminating in an nice easy finish.",Poderi Luigi Einaudi 2003  Barolo
134,"Give this young Cab time in the cellar to come around. Right now, it's fresh and tannic, with primary fruit blackberry and cherry flavors, and the sweet smoky oak hasn't been integrated. Should knit together over the next 4-6 years, at least.",Clark-Clauden 2007 Cabernet Sauvignon (Napa Valley)
135,"The color is just beginning to show signs of browning at the edge, but the wine is still fresh and vibrant. The nose is complex, showing licorice, summer fruits, caramel and roses. On the palate, it is soft and pleasant, but lacks some concentration.  At its peak, but will drink well for a few years.",Giacomo Ascheri 2001 Sorano  (Barolo)
136,"This wine's black cherry and plum flavors veer dangerously toward prune—no doubt a product of the exceedingly hot summer. It's creamy and supple in texture, adding just enough tobacco, vanilla and smoke for complexity. But for all the fruit and ripeness, it finishes with great elegance and precision. Drink now–2020. Imported by Acadia Imports.",Lassègue 2003  Saint-Émilion
137,"This is great Chenin Blanc, wood fermented but still leaving all the varietal character. Rich, creamy, almond flavors and silky smooth, which keeps all the essential acidity of the grape, with added spice and vanilla.",Beaumont 2005 Hope Marguerite Chenin Blanc (Walker Bay)
138,"Mid-gold color. Very mineral driven with subtle aromas of bruised apple and stone fruit compote. Crisp, fairly taut palate showing strong minerality and ripe flavors of red apple, cantaloupe, sweet nectarine and spice. Taut and precise texture with a long, slightly austere finish.",Dopff & Irion 2008 Crustacés White (Alsace)
139,"Beautiful deep gold color. Intense, concentrated nose with vibrant aromas of honey, citrus marmalade and savory botrytis notes. Deliciously sweet and succulent, yet balanced by good acidity.  Packed with flavors of sweet ultra-ripe stone and tropical fruit, with honey and botrytis notes following through. Strong minerality prevails to a long, complex finish.",Kuentz-Bas 2007 Cuvée Jerémy Sélection de Grains Nobles Pinot Gris (Alsace)
140,"A big, fat, luscious wine with plenty of toasty oak, dark jammy fruit and spices. The palate showed the same lushness; with the fruit front and center with surprising length.  A delicious, rather hefty effort short on finesse but long on flavor.",Poderi Colla 2005 Costa Bruna  (Barbera d'Alba)
141,"This is one of the more complex wines from the 2003 vintage. The nose has aromas of blackberry liquer, smoked meat, truffle and road tar. On the palate the fruit seems a little heavier and more roasted, but still melds well with its earthy, mushroomy flavors. Medium finish.",Giacomo Ascheri 2003 Vigna dei Pola  (Barolo)
142,"A beautiful wine, sleek, crisp and ultra-dry, with the most refined flavors of petrol, white peach, kaffir lime, apricot skin and minerals. The acidity is very high and palate-cleansing. The wine was half fermented in barrels, half in stainless steel. Sommeliers, buy this by the case, if you can find it.",Banyan 2007 Riesling (Santa Lucia Highlands)
143,"Rich gold in color. Broad, layered aromas of very ripe fruit with hints of sweet smoke, brown sugar, honey and a savory earthy minerality. Full-bodied, bone dry, but richly textured with crisp acidity and a wide palette of flavors, ripe stone fruit, a creamy savory earthiness, sage and a balsamic kick on the finish. Very long length, slightly warm but with a lingering savory, mineral finish.",Domaine Zind-Humbrecht 2007 Hunawihr Clos Windsbuhl Pinot Gris (Alsace)
144,"Thick and brooding, this dark, sweetly tannic wine also offers higher-toned elements of cedar, dried herb and graphite. It finds its balance amid a full-bodied density of fruit concentration and girth of structure. Drink now through 2023.",Terra Valentine 2013 K Block Cabernet Sauvignon (Spring Mountain District)
145,"Cooked cranberry is spiced with anise, peppercorn and roasted beef slices on this bottling from a vineyard planted by three brothers who are longtime Salinas Valley farmers. The palate shows dark cranberry and raspberry, spiced up by chopped sage, thyme and bay leaf.",Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands)
146,"There's a touch of hot asphalt, pencil lead and miso on the nose of this first vintage from a promising, well-funded project, with dark elderberry fruit and dried dill rounding out the aromas. The palate blends a gamy beef quality with oregano, marjoram, cooked strawberry, baked blackberry and a sesame-oil character.",Vincent Vineyards 2010 Family Reserve Cabernet Sauvignon (Santa Ynez Valley)
147,"Black cherry, black plum and black currant are integrated well into the fresh dill and smoke scents on the nose of this wine from one of the region's newest properties. It discloses a rich dark-chocolate sauce character on the palate as well as black-currant-jelly flavors, but most impressive is the lush, sexy and soft mouthfeel.",Vincent Vineyards 2012 Family Reserve Cabernet Sauvignon (Santa Ynez Valley)
148,"Crisp, pristine peach and apricot notes resonate through the nose and palate of this fresh, blossomy dry Riesling. While zesty and lithe in body, ripe grapefruit and melon flavors feel supple and silky on the palate. Drink now through 2019.",Weingut Liebfrauenstift 2014 Dry Riesling (Rheinhessen)
149,"Smashed blackberry and blueberry fruit are enhanced by burned caramel, heavy slate and touches of soy and smoke on the nose. There's great depth in both body and flavors once sipped, with a layer of fine-grained tannins revealing teriyaki, black plum, boysenberry and touches of lavender.",Wrath 2013 Destruction Level Red (Monterey)
150,"This wine shows off Yountville fruit at its finest, starting with a floral component to the nose. Spicy, bright and lifted, it coats the palate in ripe berry and cherry, ending with a snap of vanilla.",Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley)
151,"This bottling shows a rich, wood-aged wine, full of ripe yellow and tropical fruits as well as rich toasty flavors. The wine is warm, rounded, spicy and with its impressive structure still developing, it has the potential to age well. The wine is named to celebrate the second Lança generation in charge at the estate. Drink from 2017.",Herdade Grande 2014 Gerações Colheita Seleccionada Branco White (Alentejano)
152,"From a promising new project, the nose of this wine is linear and focused, with black raspberry, black licorice, cola, wet sagebrush and rain-on-slate scents. The tactile acidity once sipped creates a fascinating soft buzz on the tongue, with flavors of dried mint, brisk raspberry and cherry tomato. Camphor and eucalyptus add intrigue on the finish.",Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley)
153,"Dark and thick in the glass, this wine shows strong but not bitter tar notes on the nose plus charred beef in a blueberry glaze, wet campfire, bourbon barrel and vanilla. The structure is massive now, gooey with thick tannins and flavors of espresso bean and condensed purple flowers. Judicious acidity ensures strong cellaring potential. Drink 2018–2027.",Alta Colina 2012 Old 900 Syrah (Paso Robles)
154,"Ripe aromas of raisin, black plum and horsehide are pointy and peppery. On the palate, this Graciano is bold and energetic, with lifting acidity. Loud berry flavors come with strong accents of dark chocolate and bitter espresso, while the finish is long but just moderate in complexity. Drink through 2020.",Marques de Griñon 2010 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa)
